"english","example","ko_meaning","ko_example","ja_meaning","ja_example","zh_meaning","zh_example"
"default","The default was carefully reviewed by the senior management team.","채무불이행","채무불이행은/는 고위 경영진에 의해 신중히 검토되었습니다.","債務不履行","債務不履行は上級管理チームによって慎重に検討されました。","违约","违约经过高级管理团队的仔细审查。"
"defer","The department needs to defer to meet the upcoming project deadline.","연기하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 연기하다야 합니다.","延期する","部門は今後のプロジェクト期限に間に合うよう延期する必要があります。","推迟","部门需要推迟以满足即将到来的项目截止日期。"
"deficiency","The deficiency was carefully reviewed by the senior management team.","결핍","결핍은/는 고위 경영진에 의해 신중히 검토되었습니다.","不足","不足は上級管理チームによって慎重に検討されました。","缺陷","缺陷经过高级管理团队的仔细审查。"
"definitive","The manager described the situation as particularly definitive for the department.","최종적인","관리자는 상황이 부서에 특히 최종적인다고 설명했습니다.","決定的な","マネージャーは状況が部門にとって特に決定的なであると説明しました。","最终的","经理描述该情况对部门来说特别最终的。"
"deflation","The deflation plays a critical role in the company's long-term strategic planning.","디플레이션","디플레이션은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.","デフレーション","デフレーションは会社の長期戦略計画において重要な役割を果たしています。","通货紧缩","通货紧缩在公司的长期战略规划中起着关键作用。"
"defraud","Senior executives were asked to defraud before the next quarterly review.","사기치다","고위 임원들은 다음 분기 검토 전에 사기치다도록 요청받았습니다.","詐欺する","上級幹部は次の四半期レビューの前に詐欺するよう求められました。","诈骗","高管们被要求在下季度审查之前诈骗。"
"delegate","A thorough review of the delegate revealed several areas for improvement.","대표자","대표자에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","代表者","代表者の徹底的なレビューにより、いくつかの改善点が明らかになりました。","代表","对代表的全面审查揭示了几个需要改进的领域。"
"deliberate","The deliberate results of the pilot program encouraged further investment.","고의적인","파일럿 프로그램의 고의적인 결과가 추가 투자를 촉진했습니다.","意図的な","パイロットプログラムの意図的な結果がさらなる投資を促進しました。","故意的","试点项目的故意的结果鼓励了进一步的投资。"
"delinquent","A detailed analysis of the delinquent was included in the quarterly report.","체납의","체납의에 대한 상세한 분석이 분기 보고서에 포함되었습니다.","滞納の","滞納のの詳細な分析が四半期報告書に含まれていました。","拖欠的","季度报告中包含了对拖欠的的详细分析。"
"delusion","The delusion plays a critical role in the company's long-term strategic planning.","착각","착각은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.","妄想","妄想は会社の長期戦略計画において重要な役割を果たしています。","错觉","错觉在公司的长期战略规划中起着关键作用。"
"demographics","The demographics was carefully reviewed by the senior management team.","인구통계","인구통계은/는 고위 경영진에 의해 신중히 검토되었습니다.","人口統計","人口統計は上級管理チームによって慎重に検討されました。","人口统计","人口统计经过高级管理团队的仔细审查。"
"demote","Management plans to demote the current operations to improve overall efficiency.","강등하다","경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 강등하다 계획입니다.","降格する","経営陣は全体的な効率を改善するために現在の業務を降格する計画です。","降级","管理层计划降级以提高整体运营效率。"
"denominate","The committee recommended that the company denominate to reduce operational risks.","표시하다","위원회는 운영 위험을 줄이기 위해 회사가 표시하다도록 권고했습니다.","表示する","委員会は運営リスクを削減するために会社が表示することを推奨しました。","标价","委员会建议公司标价以降低运营风险。"
"denounce","Management plans to denounce the current operations to improve overall efficiency.","비난하다","경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 비난하다 계획입니다.","告発する","経営陣は全体的な効率を改善するために現在の業務を告発する計画です。","谴责","管理层计划谴责以提高整体运营效率。"
"deploy","Senior executives were asked to deploy before the next quarterly review.","배치하다","고위 임원들은 다음 분기 검토 전에 배치하다도록 요청받았습니다.","配置する","上級幹部は次の四半期レビューの前に配置するよう求められました。","部署","高管们被要求在下季度审查之前部署。"
"depreciate","The board voted to depreciate as part of the new corporate strategy.","감가상각하다","이사회는 새로운 기업 전략의 일환으로 감가상각하다기로 투표했습니다.","減価償却する","取締役会は新しい企業戦略の一環として減価償却することを決議しました。","折旧","董事会投票折旧作为新企业战略的一部分。"
"deprivation","Experts believe the deprivation will significantly impact the industry going forward.","박탈","전문가들은 박탈이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.","剥奪","専門家は剥奪が今後業界に大きな影響を与えると考えています。","剥夺","专家认为剥夺将对行业未来产生重大影响。"
"deregulate","The board voted to deregulate as part of the new corporate strategy.","규제를 철폐하다","이사회는 새로운 기업 전략의 일환으로 규제를 철폐하다기로 투표했습니다.","規制緩和する","取締役会は新しい企業戦略の一環として規制緩和することを決議しました。","放松管制","董事会投票放松管制作为新企业战略的一部分。"
"derivative","The derivative plays a critical role in the company's long-term strategic planning.","파생상품","파생상품은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.","派生商品","派生商品は会社の長期戦略計画において重要な役割を果たしています。","衍生品","衍生品在公司的长期战略规划中起着关键作用。"
"designate","The team was instructed to designate following the recent policy update.","지정하다","팀은 최근 정책 업데이트에 따라 지정하다도록 지시받았습니다.","指定する","チームは最近の方針変更に従い指定するよう指示されました。","指定","团队被指示根据最近的政策更新指定。"
"desolate","The project outcomes were more desolate than anyone had initially expected.","황폐한","프로젝트 결과는 누구보다도 더 황폐한 것으로 나타났습니다.","荒廃した","プロジェクトの成果は誰もが当初予想したよりも荒廃したものでした。","荒凉的","项目成果比任何人最初预期的都更加荒凉的。"
"deteriorate","The committee recommended that the company deteriorate to reduce operational risks.","악화하다","위원회는 운영 위험을 줄이기 위해 회사가 악화하다도록 권고했습니다.","悪化する","委員会は運営リスクを削減するために会社が悪化することを推奨しました。","恶化","委员会建议公司恶化以降低运营风险。"
"detrimental","Maintaining a detrimental standard is essential for the company's brand reputation.","해로운","해로운 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.","有害な","有害な基準を維持することは会社のブランドの評判に不可欠です。","有害的","维持有害的标准对公司的品牌声誉至关重要。"
"deviation","A thorough review of the deviation revealed several areas for improvement.","편차","편차에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","偏差","偏差の徹底的なレビューにより、いくつかの改善点が明らかになりました。","偏差","对偏差的全面审查揭示了几个需要改进的领域。"
"devise","The committee recommended that the company devise to reduce operational risks.","고안하다","위원회는 운영 위험을 줄이기 위해 회사가 고안하다도록 권고했습니다.","考案する","委員会は運営リスクを削減するために会社が考案することを推奨しました。","设计","委员会建议公司设计以降低运营风险。"
"diagnose","It is essential to diagnose in order to maintain our competitive advantage.","진단하다","경쟁 우위를 유지하기 위해 진단하다는 것이 필수적입니다.","診断する","競争優位を維持するために診断することが不可欠です。","诊断","为了保持竞争优势，诊断是至关重要的。"
"dictate","Stakeholders expect the organization to dictate within the next fiscal year.","지시하다","이해관계자들은 조직이 다음 회계연도 내에 지시하다기를 기대합니다.","指示する","利害関係者は組織が次の会計年度内に指示することを期待しています。","指令","利益相关者期望组织在下一财政年度内指令。"
"differentiate","It is essential to differentiate in order to maintain our competitive advantage.","차별화하다","경쟁 우위를 유지하기 위해 차별화하다는 것이 필수적입니다.","差別化する","競争優位を維持するために差別化することが不可欠です。","区分","为了保持竞争优势，区分是至关重要的。"
"diligence","Experts believe the diligence will significantly impact the industry going forward.","근면","전문가들은 근면이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.","勤勉","専門家は勤勉が今後業界に大きな影響を与えると考えています。","勤勉","专家认为勤勉将对行业未来产生重大影响。"
"diminish","The department needs to diminish to meet the upcoming project deadline.","줄다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 줄다야 합니다.","減少する","部門は今後のプロジェクト期限に間に合うよう減少する必要があります。","减少","部门需要减少以满足即将到来的项目截止日期。"
"directive","The directive plays a critical role in the company's long-term strategic planning.","지시","지시은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.","指令","指令は会社の長期戦略計画において重要な役割を果たしています。","指令","指令在公司的长期战略规划中起着关键作用。"
"disband","It is essential to disband in order to maintain our competitive advantage.","해산하다","경쟁 우위를 유지하기 위해 해산하다는 것이 필수적입니다.","解散する","競争優位を維持するために解散することが不可欠です。","解散","为了保持竞争优势，解散是至关重要的。"
"discern","Stakeholders expect the organization to discern within the next fiscal year.","식별하다","이해관계자들은 조직이 다음 회계연도 내에 식별하다기를 기대합니다.","識別する","利害関係者は組織が次の会計年度内に識別することを期待しています。","辨别","利益相关者期望组织在下一财政年度内辨别。"
"disclaimer","The disclaimer was carefully reviewed by the senior management team.","면책 조항","면책 조항은/는 고위 경영진에 의해 신중히 검토되었습니다.","免責条項","免責条項は上級管理チームによって慎重に検討されました。","免责声明","免责声明经过高级管理团队的仔细审查。"
"disclose","The department needs to disclose to meet the upcoming project deadline.","공개하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 공개하다야 합니다.","開示する","部門は今後のプロジェクト期限に間に合うよう開示する必要があります。","披露","部门需要披露以满足即将到来的项目截止日期。"
"discontinue","Senior executives were asked to discontinue before the next quarterly review.","중단하다","고위 임원들은 다음 분기 검토 전에 중단하다도록 요청받았습니다.","中止する","上級幹部は次の四半期レビューの前に中止するよう求められました。","停止","高管们被要求在下季度审查之前停止。"
"discrepancy","Experts believe the discrepancy will significantly impact the industry going forward.","불일치","전문가들은 불일치이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.","不一致","専門家は不一致が今後業界に大きな影響を与えると考えています。","差异","专家认为差异将对行业未来产生重大影响。"
"discretion","The discretion plays a critical role in the company's long-term strategic planning.","재량","재량은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.","裁量","裁量は会社の長期戦略計画において重要な役割を果たしています。","酌情","酌情在公司的长期战略规划中起着关键作用。"
"discriminate","It is essential to discriminate in order to maintain our competitive advantage.","차별하다","경쟁 우위를 유지하기 위해 차별하다는 것이 필수적입니다.","差別する","競争優位を維持するために差別することが不可欠です。","歧视","为了保持竞争优势，歧视是至关重要的。"
"disincentive","A thorough review of the disincentive revealed several areas for improvement.","억제 요인","억제 요인에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","抑制要因","抑制要因の徹底的なレビューにより、いくつかの改善点が明らかになりました。","抑制因素","对抑制因素的全面审查揭示了几个需要改进的领域。"
"dismantle","The company decided to dismantle in response to the changing market conditions.","해체하다","회사는 변화하는 시장 상황에 대응하여 해체하다기로 결정했습니다.","解体する","会社は変化する市場状況に対応して解体することを決定しました。","拆除","公司决定拆除以应对不断变化的市场状况。"
"dispatch","It is essential to dispatch in order to maintain our competitive advantage.","발송하다","경쟁 우위를 유지하기 위해 발송하다는 것이 필수적입니다.","派遣する","競争優位を維持するために派遣することが不可欠です。","派遣","为了保持竞争优势，派遣是至关重要的。"
"disparity","A thorough review of the disparity revealed several areas for improvement.","격차","격차에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","格差","格差の徹底的なレビューにより、いくつかの改善点が明らかになりました。","差距","对差距的全面审查揭示了几个需要改进的领域。"
"dispense","The board voted to dispense as part of the new corporate strategy.","분배하다","이사회는 새로운 기업 전략의 일환으로 분배하다기로 투표했습니다.","分配する","取締役会は新しい企業戦略の一環として分配することを決議しました。","分配","董事会投票分配作为新企业战略的一部分。"
"displace","The department needs to displace to meet the upcoming project deadline.","대체하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 대체하다야 합니다.","取って代わる","部門は今後のプロジェクト期限に間に合うよう取って代わる必要があります。","取代","部门需要取代以满足即将到来的项目截止日期。"
"disposal","The new disposal will be implemented across all departments starting next month.","처분","새로운 처분이/가 다음 달부터 모든 부서에 시행될 것입니다.","処分","新しい処分は来月からすべての部門で実施されます。","处置","新的处置将从下月起在所有部门实施。"
"disposition","A detailed analysis of the disposition was included in the quarterly report.","처분","처분에 대한 상세한 분석이 분기 보고서에 포함되었습니다.","処分","処分の詳細な分析が四半期報告書に含まれていました。","处置","季度报告中包含了对处置的详细分析。"
"disproportionate","A disproportionate perspective is needed to evaluate the long-term business impact.","불균형한","장기적 사업 영향을 평가하려면 불균형한 관점이 필요합니다.","不均衡な","長期的なビジネスへの影響を評価するには不均衡な視点が必要です。","不成比例的","评估长期商业影响需要不成比例的的视角。"
"disqualify","The committee recommended that the company disqualify to reduce operational risks.","실격시키다","위원회는 운영 위험을 줄이기 위해 회사가 실격시키다도록 권고했습니다.","失格にする","委員会は運営リスクを削減するために会社が失格にすることを推奨しました。","取消资格","委员会建议公司取消资格以降低运营风险。"
"disrupt","Stakeholders expect the organization to disrupt within the next fiscal year.","방해하다","이해관계자들은 조직이 다음 회계연도 내에 방해하다기를 기대합니다.","混乱させる","利害関係者は組織が次の会計年度内に混乱させることを期待しています。","扰乱","利益相关者期望组织在下一财政年度内扰乱。"
"disseminate","The CEO announced plans to disseminate across all regional office locations.","보급하다","CEO는 모든 지역 사무소에 걸쳐 보급하다 계획을 발표했습니다.","普及させる","CEOはすべての地域オフィスにわたって普及させる計画を発表しました。","传播","首席执行官宣布了在所有区域办事处传播的计划。"
"dissent","The dissent was carefully reviewed by the senior management team.","반대","반대은/는 고위 경영진에 의해 신중히 검토되었습니다.","反対","反対は上級管理チームによって慎重に検討されました。","异议","异议经过高级管理团队的仔细审查。"
"dissolution","The dissolution requires careful consideration before any final decisions are made.","해산","해산은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.","解散","解散は最終決定を下す前に慎重な検討が必要です。","解散","解散在做出最终决定之前需要仔细考虑。"
"deter","The department needs to deter to meet the upcoming project deadline.","억제하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 억제하다야 합니다.","抑止する","部門は今後のプロジェクト期限に間に合うよう抑止する必要があります。","阻止","部门需要阻止以满足即将到来的项目截止日期。"
"dividend","The company's dividend has been a topic of discussion at recent board meetings.","배당금","회사의 배당금이/가 최근 이사회에서 논의 주제가 되었습니다.","配当金","会社の配当金は最近の取締役会で議論のトピックとなっています。","股息","公司的股息已成为近期董事会会议的讨论话题。"
"divest","The department needs to divest to meet the upcoming project deadline.","매각하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 매각하다야 합니다.","売却する","部門は今後のプロジェクト期限に間に合うよう売却する必要があります。","剥离","部门需要剥离以满足即将到来的项目截止日期。"
"doctrine","Understanding the doctrine is essential for making informed business decisions.","원칙","정보에 입각한 비즈니스 결정을 위해 원칙을/를 이해하는 것이 중요합니다.","教義","情報に基づくビジネス判断のために教義を理解することが重要です。","学说","了解学说对于做出明智的商业决策至关重要。"
"dominant","A dominant perspective is needed to evaluate the long-term business impact.","지배적인","장기적 사업 영향을 평가하려면 지배적인 관점이 필요합니다.","支配的な","長期的なビジネスへの影響を評価するには支配的な視点が必要です。","主导的","评估长期商业影响需要主导的的视角。"
"dormant","The new dormant will be implemented across all departments starting next month.","휴면 중인","새로운 휴면 중인이/가 다음 달부터 모든 부서에 시행될 것입니다.","休眠中の","新しい休眠中のは来月からすべての部門で実施されます。","休眠的","新的休眠的将从下月起在所有部门实施。"
"downturn","A detailed analysis of the downturn was included in the quarterly report.","하락세","하락세에 대한 상세한 분석이 분기 보고서에 포함되었습니다.","下降","下降の詳細な分析が四半期報告書に含まれていました。","低迷","季度报告中包含了对低迷的详细分析。"
"downsize","The department needs to downsize to meet the upcoming project deadline.","감축하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 감축하다야 합니다.","縮小する","部門は今後のプロジェクト期限に間に合うよう縮小する必要があります。","缩编","部门需要缩编以满足即将到来的项目截止日期。"
"draft","Management addressed concerns regarding the draft at the annual conference.","초안","경영진은 연례 회의에서 초안에 관한 우려를 다루었습니다.","草案","経営陣は年次会議で草案に関する懸念に対処しました。","草案","管理层在年度会议上讨论了有关草案的问题。"
"drawback","A thorough review of the drawback revealed several areas for improvement.","단점","단점에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","欠点","欠点の徹底的なレビューにより、いくつかの改善点が明らかになりました。","缺点","对缺点的全面审查揭示了几个需要改进的领域。"
"drastic","The manager described the situation as particularly drastic for the department.","과감한","관리자는 상황이 부서에 특히 과감한다고 설명했습니다.","抜本的な","マネージャーは状況が部門にとって特に抜本的なであると説明しました。","激烈的","经理描述该情况对部门来说特别激烈的。"
"durable","The company decided to durable in response to the changing market conditions.","내구성 있는","회사는 변화하는 시장 상황에 대응하여 내구성 있는기로 결정했습니다.","耐久性のある","会社は変化する市場状況に対応して耐久性のあることを決定しました。","耐用的","公司决定耐用的以应对不断变化的市场状况。"
"duress","Understanding the duress is essential for making informed business decisions.","강압","정보에 입각한 비즈니스 결정을 위해 강압을/를 이해하는 것이 중요합니다.","強迫","情報に基づくビジネス判断のために強迫を理解することが重要です。","胁迫","了解胁迫对于做出明智的商业决策至关重要。"
"dysfunction","The dysfunction was carefully reviewed by the senior management team.","기능 장애","기능 장애은/는 고위 경영진에 의해 신중히 검토되었습니다.","機能障害","機能障害は上級管理チームによって慎重に検討されました。","功能障碍","功能障碍经过高级管理团队的仔细审查。"
"earmark","The board voted to earmark as part of the new corporate strategy.","배정하다","이사회는 새로운 기업 전략의 일환으로 배정하다기로 투표했습니다.","割り当てる","取締役会は新しい企業戦略の一環として割り当てることを決議しました。","拨款","董事会投票拨款作为新企业战略的一部分。"
"easement","The company's easement has been a topic of discussion at recent board meetings.","지역권","회사의 지역권이/가 최근 이사회에서 논의 주제가 되었습니다.","地役権","会社の地役権は最近の取締役会で議論のトピックとなっています。","地役权","公司的地役权已成为近期董事会会议的讨论话题。"
"eclipse","The department needs to eclipse to meet the upcoming project deadline.","무색하게 하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 무색하게 하다야 합니다.","影を落とす","部門は今後のプロジェクト期限に間に合うよう影を落とす必要があります。","使黯然失色","部门需要使黯然失色以满足即将到来的项目截止日期。"
"ecosystem","The ecosystem was carefully reviewed by the senior management team.","생태계","생태계은/는 고위 경영진에 의해 신중히 검토되었습니다.","エコシステム","エコシステムは上級管理チームによって慎重に検討されました。","生态系统","生态系统经过高级管理团队的仔细审查。"
"edict","A detailed analysis of the edict was included in the quarterly report.","포고","포고에 대한 상세한 분석이 분기 보고서에 포함되었습니다.","布告","布告の詳細な分析が四半期報告書に含まれていました。","法令","季度报告中包含了对法令的详细分析。"
"elaborate","The elaborate results of the pilot program encouraged further investment.","정교한","파일럿 프로그램의 정교한 결과가 추가 투자를 촉진했습니다.","精巧な","パイロットプログラムの精巧な結果がさらなる投資を促進しました。","精心的","试点项目的精心的结果鼓励了进一步的投资。"
"electroni","The electroni plays a critical role in the company's long-term strategic planning.","전자의","전자의은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.","電子の","電子のは会社の長期戦略計画において重要な役割を果たしています。","电子的","电子的在公司的长期战略规划中起着关键作用。"
"eligible","Senior executives were asked to eligible before the next quarterly review.","자격이 있는","고위 임원들은 다음 분기 검토 전에 자격이 있는도록 요청받았습니다.","資格のある","上級幹部は次の四半期レビューの前に資格のあるよう求められました。","有资格的","高管们被要求在下季度审查之前有资格的。"
"elongate","Management plans to elongate the current operations to improve overall efficiency.","길게 하다","경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 길게 하다 계획입니다.","延長する","経営陣は全体的な効率を改善するために現在の業務を延長する計画です。","延长","管理层计划延长以提高整体运营效率。"
"embargo","The embargo was carefully reviewed by the senior management team.","금수조치","금수조치은/는 고위 경영진에 의해 신중히 검토되었습니다.","禁輸措置","禁輸措置は上級管理チームによって慎重に検討されました。","禁运","禁运经过高级管理团队的仔细审查。"
"embed","The board voted to embed as part of the new corporate strategy.","포함시키다","이사회는 새로운 기업 전략의 일환으로 포함시키다기로 투표했습니다.","埋め込む","取締役会は新しい企業戦略の一環として埋め込むことを決議しました。","嵌入","董事会投票嵌入作为新企业战略的一部分。"
"embezzle","The CEO announced plans to embezzle across all regional office locations.","횡령하다","CEO는 모든 지역 사무소에 걸쳐 횡령하다 계획을 발표했습니다.","横領する","CEOはすべての地域オフィスにわたって横領する計画を発表しました。","挪用","首席执行官宣布了在所有区域办事处挪用的计划。"
"eminent","Maintaining a eminent standard is essential for the company's brand reputation.","저명한","저명한 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.","著名な","著名な基準を維持することは会社のブランドの評判に不可欠です。","杰出的","维持杰出的标准对公司的品牌声誉至关重要。"
"emission","A thorough review of the emission revealed several areas for improvement.","배출","배출에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","排出","排出の徹底的なレビューにより、いくつかの改善点が明らかになりました。","排放","对排放的全面审查揭示了几个需要改进的领域。"
"empathy","A thorough review of the empathy revealed several areas for improvement.","공감","공감에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.","共感","共感の徹底的なレビューにより、いくつかの改善点が明らかになりました。","共情","对共情的全面审查揭示了几个需要改进的领域。"
"empirical","The project outcomes were more empirical than anyone had initially expected.","경험적인","프로젝트 결과는 누구보다도 더 경험적인 것으로 나타났습니다.","経験的な","プロジェクトの成果は誰もが当初予想したよりも経験的なものでした。","经验的","项目成果比任何人最初预期的都更加经验的。"
"empower","Management plans to empower the current operations to improve overall efficiency.","권한을 부여하다","경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 권한을 부여하다 계획입니다.","権限を与える","経営陣は全体的な効率を改善するために現在の業務を権限を与える計画です。","赋权","管理层计划赋权以提高整体运营效率。"
"enact","The department needs to enact to meet the upcoming project deadline.","제정하다","부서는 다가오는 프로젝트 마감일을 맞추기 위해 제정하다야 합니다.","制定する","部門は今後のプロジェクト期限に間に合うよう制定する必要があります。","颁布","部门需要颁布以满足即将到来的项目截止日期。"
"encompass","Stakeholders expect the organization to encompass within the next fiscal year.","포함하다","이해관계자들은 조직이 다음 회계연도 내에 포함하다기를 기대합니다.","包含する","利害関係者は組織が次の会計年度内に包含することを期待しています。","包含","利益相关者期望组织在下一财政年度内包含。"
"endorse","The company decided to endorse in response to the changing market conditions.","지지하다","회사는 변화하는 시장 상황에 대응하여 지지하다기로 결정했습니다.","支持する","会社は変化する市場状況に対応して支持することを決定しました。","背书","公司决定背书以应对不断变化的市场状况。"
"enforce","The company decided to enforce in response to the changing market conditions.","시행하다","회사는 변화하는 시장 상황에 대응하여 시행하다기로 결정했습니다.","施行する","会社は変化する市場状況に対応して施行することを決定しました。","执行","公司决定执行以应对不断变化的市场状况。"
"engage","The team was instructed to engage following the recent policy update.","참여하다","팀은 최근 정책 업데이트에 따라 참여하다도록 지시받았습니다.","従事する","チームは最近の方針変更に従い従事するよう指示されました。","参与","团队被指示根据最近的政策更新参与。"
"engender","Management plans to engender the current operations to improve overall efficiency.","야기하다","경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 야기하다 계획입니다.","生じさせる","経営陣は全体的な効率を改善するために現在の業務を生じさせる計画です。","引起","管理层计划引起以提高整体运营效率。"
"enhance","Management plans to enhance the current operations to improve overall efficiency.","향상시키다","경영진은 전반적인 효율성을 개선하기 위해 현재 운영을 향상시키다 계획입니다.","向上させる","経営陣は全体的な効率を改善するために現在の業務を向上させる計画です。","增强","管理层计划增强以提高整体运营效率。"
"enlighten","The company decided to enlighten in response to the changing market conditions.","계몽하다","회사는 변화하는 시장 상황에 대응하여 계몽하다기로 결정했습니다.","啓発する","会社は変化する市場状況に対応して啓発することを決定しました。","启发","公司决定启发以应对不断变化的市场状况。"
"enrich","The company decided to enrich in response to the changing market conditions.","풍부하게 하다","회사는 변화하는 시장 상황에 대응하여 풍부하게 하다기로 결정했습니다.","豊かにする","会社は変化する市場状況に対応して豊かにすることを決定しました。","丰富","公司决定丰富以应对不断变化的市场状况。"
"enrollment","The enrollment requires careful consideration before any final decisions are made.","등록","등록은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.","登録","登録は最終決定を下す前に慎重な検討が必要です。","注册","注册在做出最终决定之前需要仔细考虑。"
"enterprise","The new enterprise will be implemented across all departments starting next month.","기업","새로운 기업이/가 다음 달부터 모든 부서에 시행될 것입니다.","企業","新しい企業は来月からすべての部門で実施されます。","企业","新的企业将从下月起在所有部门实施。"
"entice","Senior executives were asked to entice before the next quarterly review.","유인하다","고위 임원들은 다음 분기 검토 전에 유인하다도록 요청받았습니다.","誘引する","上級幹部は次の四半期レビューの前に誘引するよう求められました。","诱惑","高管们被要求在下季度审查之前诱惑。"
"entity","Understanding the entity is essential for making informed business decisions.","법인","정보에 입각한 비즈니스 결정을 위해 법인을/를 이해하는 것이 중요합니다.","法人","情報に基づくビジネス判断のために法人を理解することが重要です。","实体","了解实体对于做出明智的商业决策至关重要。"
"entrepreneur","A detailed analysis of the entrepreneur was included in the quarterly report.","기업가","기업가에 대한 상세한 분석이 분기 보고서에 포함되었습니다.","起業家","起業家の詳細な分析が四半期報告書に含まれていました。","企业家","季度报告中包含了对企业家的详细分析。"
"enumerate","The team was instructed to enumerate following the recent policy update.","열거하다","팀은 최근 정책 업데이트에 따라 열거하다도록 지시받았습니다.","列挙する","チームは最近の方針変更に従い列挙するよう指示されました。","列举","团队被指示根据最近的政策更新列举。"
"envision","Senior executives were asked to envision before the next quarterly review.","구상하다","고위 임원들은 다음 분기 검토 전에 구상하다도록 요청받았습니다.","構想する","上級幹部は次の四半期レビューの前に構想するよう求められました。","展望","高管们被要求在下季度审查之前展望。"
"epidemic","The epidemic requires careful consideration before any final decisions are made.","유행병","유행병은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.","伝染病","伝染病は最終決定を下す前に慎重な検討が必要です。","流行病","流行病在做出最终决定之前需要仔细考虑。"
"equitable","A equitable analysis of the data revealed unexpected trends in the market.","공평한","데이터에 대한 공평한 분석은 시장에서 예상치 못한 추세를 보여주었습니다.","公平な","データの公平な分析により、市場の予期しないトレンドが明らかになりました。","公平的","对数据的公平的分析揭示了市场中意想不到的趋势。"
"equity","The equity was carefully reviewed by the senior management team.","자본","자본은/는 고위 경영진에 의해 신중히 검토되었습니다.","資本","資本は上級管理チームによって慎重に検討されました。","权益","权益经过高级管理团队的仔细审查。"
"equivalent","The equivalent nature of the proposal raised concerns among board members.","동등한","제안의 동등한 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.","同等の","提案の同等の性質が取締役会メンバーの間で懸念を引き起こしました。","等同的","提案的等同的性质引起了董事会成员的关切。"
"erode","It is essential to erode in order to maintain our competitive advantage.","침식하다","경쟁 우위를 유지하기 위해 침식하다는 것이 필수적입니다.","浸食する","競争優位を維持するために浸食することが不可欠です。","侵蚀","为了保持竞争优势，侵蚀是至关重要的。"
"escalate","The company decided to escalate in response to the changing market conditions.","확대하다","회사는 변화하는 시장 상황에 대응하여 확대하다기로 결정했습니다.","拡大する","会社は変化する市場状況に対応して拡大することを決定しました。","升级","公司决定升级以应对不断变化的市场状况。"
"espionage","A detailed analysis of the espionage was included in the quarterly report.","간첩 행위","간첩 행위에 대한 상세한 분석이 분기 보고서에 포함되었습니다.","スパイ活動","スパイ活動の詳細な分析が四半期報告書に含まれていました。","间谍活动","季度报告中包含了对间谍活动的详细分析。"
"esteem","The esteem was carefully reviewed by the senior management team.","존경","존경은/는 고위 경영진에 의해 신중히 검토되었습니다.","尊敬","尊敬は上級管理チームによって慎重に検討されました。","尊重","尊重经过高级管理团队的仔细审查。"
"ethic","The ethic was carefully reviewed by the senior management team.","윤리","윤리은/는 고위 경영진에 의해 신중히 검토되었습니다.","倫理","倫理は上級管理チームによって慎重に検討されました。","伦理","伦理经过高级管理团队的仔细审查。"
"evacuate","The team was instructed to evacuate following the recent policy update.","대피시키다","팀은 최근 정책 업데이트에 따라 대피시키다도록 지시받았습니다.","避難させる","チームは最近の方針変更に従い避難させるよう指示されました。","疏散","团队被指示根据最近的政策更新疏散。"
